-0.15899,0.42398,1.00000
-0.34793,0.47076,1.00000
-0.50461,0.35380,1.00000
-0.59677,0.11403,1.00000
-0.51843,-0.17252,1.00000
-0.29263,-0.20760,1.00000
-0.15899,-0.04386,1.00000
-0.05760,0.14328,1.00000
-0.07143,0.27193,1.00000
-0.29724,0.34795,1.00000
-0.41705,0.20175,1.00000
-0.44009,0.00877,1.00000
-0.32488,-0.03216,1.00000
-0.24654,0.05556,1.00000
-0.21889,0.20175,1.00000
-0.34332,0.16082,1.00000
-0.50922,0.07895,1.00000
-0.38479,-0.09064,1.00000
-0.14977,0.12573,1.00000
-0.19585,0.32456,1.00000
-0.03917,-0.21930,0.00000
-0.10830,-0.30117,0.00000
-0.18664,-0.33041,0.00000
-0.21889,-0.42398,0.00000
-0.08065,-0.56433,0.00000
0.06682,-0.51754,0.00000
0.09447,-0.32456,0.00000
0.18664,-0.16667,0.00000
0.06221,-0.07310,0.00000
0.02074,-0.19591,0.00000
0.02995,-0.34210,0.00000
-0.09908,-0.37719,0.00000
-0.00691,-0.46491,0.00000
0.13134,-0.42983,0.00000
0.23272,-0.19591,0.00000
0.08525,-0.08480,0.00000
-0.13134,-0.23684,1.00000
0.00230,-0.12573,1.00000
0.12212,-0.00292,1.00000
-0.34793,-0.31287,0.00000
-0.22811,-0.12573,0.00000
-0.07604,0.01462,0.00000
0.04378,0.02047,0.00000
0.01152,0.15497,0.00000
-0.41705,-0.16082,0.00000
-0.31567,-0.31871,0.00000
0.12673,-0.21930,0.00000
0.20507,-0.31287,0.00000
0.21889,-0.45906,0.00000
0.07143,-0.64620,0.00000
-0.13134,-0.60526,0.00000
-0.20968,-0.58187,0.00000
-0.22811,-0.42983,0.00000
-0.14516,-0.41228,0.00000
-0.06682,-0.48246,0.00000
0.13595,-0.51170,0.00000
0.26959,-0.40643,0.00000
0.29724,-0.29532,0.00000
0.27419,-0.17252,0.00000
0.25576,-0.04971,0.00000
0.22350,-0.04971,0.00000
0.18203,-0.08480,0.00000
0.15899,-0.15497,0.00000
0.07143,-0.21345,0.00000
0.01613,-0.26608,0.00000
-0.02535,-0.38304,0.00000
-0.01152,-0.48246,0.00000
-0.00230,-0.50585,0.00000
0.02535,-0.51170,0.00000
0.02535,-0.55848,0.00000
0.01152,-0.65790,0.00000
-0.04839,-0.64620,0.00000
-0.08525,-0.55263,0.00000
-0.09908,-0.50000,0.00000
-0.01613,-0.42398,0.00000
0.13134,-0.35965,0.00000
0.22350,-0.37134,0.00000
0.29263,-0.30117,0.00000
0.26037,-0.20760,0.00000
0.20046,-0.22515,0.00000
0.17281,-0.27193,0.00000
-0.13134,0.09064,1.00000
-0.14977,0.07310,1.00000
-0.24194,0.06140,1.00000
-0.30184,0.17836,1.00000
-0.29724,0.19591,1.00000
-0.27419,0.30702,1.00000
-0.32488,0.29532,1.00000
-0.39862,0.26608,1.00000
-0.43548,0.16082,1.00000
-0.47235,0.07895,1.00000
-0.33871,0.04386,1.00000
-0.26959,0.04386,1.00000
-0.25576,0.10234,1.00000
-0.16820,0.26608,1.00000
-0.11290,0.30117,1.00000
-0.03917,0.34795,1.00000
-0.12673,0.44152,1.00000
-0.23272,0.44152,1.00000
-0.33871,0.41813,1.00000
-0.41244,0.35380,1.00000
-0.50922,0.21930,1.00000
-0.54148,0.01462,1.00000
-0.50461,-0.12573,1.00000
-0.49078,-0.14328,1.00000
-0.36175,-0.13743,1.00000
-0.26959,-0.08480,1.00000
-0.22350,-0.07895,1.00000
-0.18664,-0.03801,1.00000
-0.15438,-0.00877,1.00000
-0.11290,0.05556,1.00000
-0.08525,0.13743,1.00000
-0.08525,0.27778,1.00000
-0.16820,0.30117,1.00000
-0.19124,0.19591,1.00000
-0.14055,-0.04971,1.00000
-0.02995,0.06725,1.00000
-0.20046,-0.23099,0.00000
-0.10830,-0.08480,0.00000
0.03456,0.06725,0.00000
0.08065,0.11988,0.00000
-0.38537,0.03304,1.00000
-0.38122,0.13129,1.00000
-0.35219,0.25819,1.00000
-0.35426,0.36462,1.00000
-0.41440,-0.06930,1.00000
-0.49942,-0.03246,1.00000
-0.29827,-0.09795,1.00000
-0.31694,-0.18392,1.00000
-0.36878,-0.29035,1.00000
-0.35634,-0.39678,1.00000
