-0.35306,-0.67390,0.00000
-0.22713,0.44732,1.00000
0.09290,-0.75352,0.00000
0.14824,-0.71847,0.00000
-0.00151,0.16293,0.00000
0.04534,0.20983,0.00000
0.14435,-0.68721,0.00000
-0.13807,0.55242,1.00000
-0.16386,0.11134,1.00000
-0.19536,0.40115,1.00000
0.18634,0.52186,1.00000
-0.49340,0.06008,1.00000
-0.09185,-0.12178,0.00000
-0.10428,-0.54558,0.00000
-0.20888,0.15980,1.00000
0.24239,-0.44477,0.00000
0.14986,-0.10483,0.00000
-0.49949,0.01645,1.00000
0.14709,0.17669,0.00000
-0.20265,-0.18450,0.00000
0.09335,-0.08482,0.00000
0.11340,0.20627,0.00000
0.25152,-0.24962,0.00000
-0.07167,0.38028,1.00000
0.18055,-0.49845,0.00000
-0.18110,-0.75439,0.00000
0.27785,0.24844,0.00000
-0.01327,-0.48747,0.00000
-0.01502,0.36967,1.00000
-0.00309,0.21570,0.00000
0.21411,0.45176,0.00000
0.04527,-0.62351,0.00000
-0.13417,-0.75042,0.00000
-0.05519,-0.08569,0.00000
-0.45643,0.30457,1.00000
-0.44931,0.25214,1.00000
-0.33460,0.28109,1.00000
0.14155,-0.68736,0.00000
-0.24788,-0.44652,0.00000
-0.04867,-0.79482,0.00000
-0.19644,-0.60950,0.00000
-0.49903,-0.48378,1.00000
-0.04108,-0.33717,0.00000
-0.28102,-0.02116,0.00000
-0.17565,-0.16080,0.00000
-0.46789,-0.03606,1.00000
-0.41606,0.50924,1.00000
0.29092,0.00282,0.00000
0.02219,0.10162,0.00000
-0.42159,0.39027,1.00000
0.13127,-0.19991,0.00000
-0.41008,-0.67280,1.00000
-0.35554,0.27732,1.00000
-0.35761,0.52170,1.00000
-0.30572,0.38304,1.00000
-0.02607,0.37125,1.00000
-0.11757,-0.02881,1.00000
-0.24150,-0.04582,1.00000
-0.18033,0.00629,1.00000
0.26393,-0.19920,1.00000
-0.32814,-0.62828,0.00000
-0.29850,-0.71993,0.00000
-0.11644,-0.41549,0.00000
-0.46780,-0.11867,1.00000
0.06912,-0.51906,0.00000
-0.04272,0.33007,1.00000
-0.33851,0.07544,1.00000
-0.16096,0.15533,1.00000
-0.07511,0.52723,1.00000
-0.42933,-0.32823,0.00000
-0.16384,0.59636,1.00000
-0.45116,-0.36886,1.00000
0.04773,0.08965,0.00000
-0.20719,0.02961,1.00000
0.13000,-0.76144,0.00000
-0.17031,0.26024,1.00000
0.16670,-0.66180,0.00000
0.10967,-0.02215,0.00000
0.02953,0.12055,0.00000
-0.38109,-0.68067,1.00000
-0.03731,-0.16967,0.00000
0.23864,-0.33979,0.00000
0.17941,0.36615,0.00000
-0.44541,0.48773,1.00000
-0.13174,-0.37302,0.00000
0.25817,0.32148,0.00000
-0.17144,-0.05436,1.00000
0.02235,0.46045,1.00000
0.21752,-0.64838,0.00000
0.16482,-0.56009,0.00000
0.10562,-0.47357,0.00000
-0.49638,-0.53040,1.00000
-0.29077,0.39283,0.00000
-0.35518,-0.19033,1.00000
-0.11756,0.45045,1.00000
0.21244,0.24409,0.00000
-0.33589,-0.42208,1.00000
-0.21834,0.42599,1.00000
0.26649,-0.41709,0.00000
0.01073,0.11576,0.00000
0.14321,0.57290,1.00000
-0.49640,0.24765,1.00000
0.01985,-0.31425,0.00000
-0.49433,0.40265,1.00000
-0.10665,-0.00867,1.00000
-0.00319,0.50973,1.00000
-0.42560,0.21494,1.00000
0.01205,0.43847,1.00000
-0.42333,-0.22921,1.00000
-0.18531,-0.21966,0.00000
-0.21422,0.57176,1.00000
-0.31769,-0.34148,0.00000
0.14292,0.08564,0.00000
-0.32158,0.15997,1.00000
-0.08101,0.01944,0.00000
-0.25939,-0.05107,1.00000
-0.01729,-0.57578,0.00000
-0.00866,0.40091,1.00000
0.01238,-0.27619,0.00000
0.26796,-0.49294,0.00000
-0.22201,-0.28870,0.00000
0.17237,-0.47235,0.00000
0.13126,-0.23842,0.00000
0.24179,-0.23915,0.00000
0.12221,-0.18139,0.00000
0.05346,-0.05416,0.00000
-0.21228,-0.49060,0.00000
-0.40454,-0.53063,1.00000
-0.37627,-0.36278,1.00000
-0.40516,0.00920,1.00000
-0.35764,-0.18300,1.00000
-0.05350,-0.53678,0.00000
-0.29150,-0.03587,1.00000
0.20879,-0.21604,0.00000
-0.02556,0.26926,1.00000
-0.44039,-0.72077,1.00000
0.19021,-0.73143,0.00000
0.12624,-0.42876,0.00000
-0.33099,-0.01339,1.00000
-0.31852,0.06687,1.00000
-0.16258,-0.72655,0.00000
0.00302,-0.71337,0.00000
-0.09091,-0.48357,0.00000
0.16334,0.29271,0.00000
0.11745,-0.10436,0.00000
0.05169,-0.49778,0.00000
-0.43947,0.24582,1.00000
0.20343,0.00870,0.00000
0.24736,0.06879,0.00000
-0.28638,0.12963,1.00000
0.03337,-0.67034,0.00000
-0.22278,-0.14869,1.00000
-0.27931,0.43239,1.00000
0.10391,0.10306,0.00000
-0.22048,-0.76702,0.00000
-0.22123,0.02037,1.00000
0.10596,-0.12452,0.00000
0.00536,0.10209,0.00000
-0.18630,0.08037,1.00000
0.07871,0.04847,0.00000
-0.03904,0.18299,1.00000
0.02897,-0.02251,0.00000
-0.24701,0.35260,1.00000
0.26145,0.38052,0.00000
-0.14575,-0.46869,0.00000
0.02989,0.10126,0.00000
-0.20212,-0.32670,0.00000
0.13433,-0.63985,0.00000
-0.40742,0.55316,1.00000
-0.40944,0.46178,1.00000
0.25702,-0.52300,0.00000
0.11003,-0.52542,0.00000
0.25897,-0.45826,0.00000
0.15383,0.10749,0.00000
-0.14736,0.44666,1.00000
0.14737,-0.41426,1.00000
-0.03874,-0.48927,0.00000
0.22552,0.27762,0.00000
0.26951,-0.66565,0.00000
0.12483,0.50814,1.00000
0.17163,-0.42429,0.00000
0.00505,-0.04761,0.00000
-0.35459,0.37126,1.00000
-0.47739,-0.68693,1.00000
-0.24117,0.28162,1.00000
0.09376,-0.77222,0.00000
-0.29989,-0.67487,0.00000
-0.16248,0.17209,1.00000
0.19683,-0.14567,0.00000
-0.34802,-0.25928,1.00000
0.14036,-0.68429,0.00000
-0.04635,-0.14915,0.00000
-0.23929,0.56221,1.00000
-0.45786,0.25374,1.00000
-0.10819,0.59753,1.00000
0.00520,-0.54445,1.00000
0.17635,-0.57245,0.00000
0.12765,-0.34094,0.00000
0.24868,-0.49750,0.00000
-0.31690,-0.42941,0.00000
