38.514,-0.079568
9.258,-0.054272
-0.89205,0.36817
10.888,0.21406
8.2359,-0.34487
-3.095,-0.007256
4.6466,-0.21022
-19.993,0.26836
-28.957,0.14646
2.9456,0.4332
-7.3509,0.26769
-24.578,-0.0099686
-8.5117,0.46368
6.636,0.0075857
7.2808,0.47803
7.1154,-0.57734
16.393,0.26113
-9.8419,0.32455
20.068,-0.0351
16.226,0.27366
11.442,0.16867
6.7927,0.24443
16.395,0.36235
3.289,-0.35691
-5.3514,0.32163
14.658,0.48201
32.749,0.029635
-2.5955,0.47255
9.2132,0.15064
-18.743,-0.10635
-12.913,0.21681
-0.41545,0.03004
-27.027,-0.24543
-25.404,0.10609
8.6024,0.21701
-25.122,0.10054
11.572,-0.15334
0.37042,0.14239
-2.0645,0.33756
4.8006,0.51494
-5.0479,0.43565
-6.6099,-0.55452
-5.2999,-0.51174
-1.2517,-0.052102
-3.8026,0.13346
25.048,-0.012134
-8.9546,0.048744
-18.885,-0.19855
8.5389,0.14742
19.137,0.23473
2.1883,-0.23726
0.87724,0.094849
-5.467,-0.3954
-18.09,-0.1201
-20.1,0.1698
-12.943,-0.20442
-2.8395,0.25065
21.03,0.6149
-18.562,0.18802
-11.865,-0.061238
-8.0782,-0.035093
11.74,-0.53329
8.342,0.21075
-11.961,0.0057432
15.929,-0.088507
-6.0804,-0.096501
-15.713,0.54437
5.9822,0.40519
-21.195,0.37467
-16.826,0.5456
-8.7868,-0.23921
13.685,-0.18468
8.3519,-0.03545
0.38419,0.10861
-0.061045,0.2999
-26.64,0.31038
-12.108,0.32905
-7.13,0.090139
2.0955,0.4046
-11.489,-0.023554
5.9962,-0.50371
28.965,0.077466
-29.042,0.22571
-19.588,-0.061113
-14.364,0.21728
26.513,0.33498
1.7505,0.15918
2.5702,0.6531
1.9913,-0.0086648
21.999,-0.1191
7.5444,-0.18823
1.1764,0.071926
3.3679,-0.41151
5.6084,0.22238
-17.815,0.016211
-2.8223,-0.060903
15.201,-0.27488
8.7673,0.36903
-8.1743,0.35987
-9.8158,0.090291
0.59288,11.481
-0.66115,30.264
0.92334,20.407
-0.073719,30.506
1.2569,50.887
0.33699,28.883
-0.26071,35.138
1.1254,48.332
-1.5781,32.317
-1.0299,27.585
-0.46079,48.97
1.3752,67.989
-1.9877,33.872
-0.072923,62.886
2.2001,38.896
1.4622,31.38
-0.89195,17.417
0.45499,43.327
0.78863,29.11
-2.1221,62.981
-0.23179,51.14
1.3688,30.674
-0.053822,29.652
-2.1232,33.449
-0.85413,42.476
1.5628,41.765
0.16125,60.646
0.68829,46.774
-0.66722,10.128
-0.95122,29.921
-0.16763,35.489
1.1976,27.005
0.77995,18.464
-1.3448,52.229
-0.64475,29.847
0.65027,29.828
-0.94797,24.768
-0.94272,30.599
-0.62182,11.297
-0.12229,41.553
-1.3352,23.577
0.52955,9.5224
-0.22136,51.259
-0.5267,14.864
1.3395,43.066
-0.10492,19.875
0.17915,26.798
0.26459,51.851
1.3762,34.104
1.3584,34.848
0.65801,42.39
-0.45633,39.875
-0.13181,25.575
-2.3104,25.452
1.4476,27.727
0.20674,61.009
-1.4476,54.995
-0.96128,45.191
-0.64946,38.779
0.12816,45.322
-0.2573,21.624
-0.49853,38.25
-1.4062,26.166
1.4202,13.948
0.19222,21.304
0.35627,35.225
-1.1213,50.169
0.41105,28.245
-1.3779,17.231
-0.13043,19.593
0.26729,18.455
-1.0555,34.894
-1.3736,22.801
-0.39492,47.968
-0.11691,35.594
-0.21522,22.133
-0.21358,22.229
1.9147,40.837
-0.299,25.317
0.74844,44.249
-0.78963,34.336
0.75141,38.93
-0.2837,32.192
0.58523,36.781
0.83348,33.056
1.2025,27.647
-2.3808,13.147
1.4117,19.318
0.32828,33.074
1.6631,38.612
-0.14499,49.099
0.020309,44.885
-0.37315,16.377
-1.9347,6.1232
-0.17822,31.644
1.4718,26.471
0.46783,56.168
1.1866,18.847
-0.025416,39.865
-0.49449,54.463
