-0.16693,0.40547
0.9278,-0.6916
-0.38088,-0.069651
-1.3951,-0.14884
-1.0957,0.26384
-0.61936,-0.49584
0.34656,0.19757
-0.31447,0.44973
0.11593,-0.12288
-0.096069,-0.21902
-0.23469,0.22095
0.73552,-0.057713
-0.73267,0.94056
-0.68193,0.062764
-0.1579,-1.0355
0.4608,0.344
0.56979,0.33337
-1.0125,-0.54429
0.27998,-0.33055
-0.41134,0.40214
-0.1501,-0.49641
-0.98113,-0.29042
-0.19892,0.10893
-0.44624,-0.58635
-0.38921,0.11499
0.72183,-0.029578
0.57658,0.87028
0.26492,0.21588
-0.60984,-0.31299
-0.62108,0.43859
0.14532,-0.25048
-0.98216,0.52546
-0.049115,-0.77501
-0.38507,0.51981
0.18331,0.20513
-0.60562,0.30204
-0.093365,-0.21123
-0.89921,0.36851
0.033243,-0.039338
-0.11856,0.15731
-0.87365,-0.3327
-0.10074,0.37491
0.048982,-0.037963
-0.45044,0.39116
0.40281,0.36256
-0.34629,-0.48099
-0.94409,-0.64267
-0.19129,-0.51111
-0.49095,-0.46872
-0.36119,-0.54576
1.9629,11.46
1.6299,10.721
2.48,11.174
2.1611,10.456
2.5674,11.3
2.2205,11.207
2.3213,10.238
2.2849,10.844
1.5165,11.818
1.6457,9.9987
1.9563,10.672
1.914,10.214
2.4174,10.474
1.8526,10.173
1.4697,11.185
2.1724,10.532
2.1305,11.049
3.2433,11.315
2.696,10.839
2.2943,11.314
2.5358,10.894
1.8765,10.856
1.1236,11.171
2.5594,11.49
2.0641,10.829
2.7985,11.824
2.5034,10.378
2.4239,9.9377
1.8274,11.113
2.4397,9.8395
1.8028,9.5512
2.1354,10.919
1.9678,11.057
2.1624,10.79
3.1725,10.82
1.928,11.227
1.7996,10.761
2.6578,11.059
1.6632,10.79
1.9824,10.758
1.383,11.876
2.1602,11.941
2.2575,11.09
2.2847,11.398
1.998,11.627
2.3059,10.207
1.7549,9.7899
1.1364,11.593
1.7214,11.022
2.4011,10.279
8.3658,10.947
8.9458,11.106
7.8914,10.984
7.8955,10.782
7.4306,11.139
6.7073,11.13
7.6451,10.492
8.5689,11.076
7.4596,12.321
8.1161,11.248
7.2589,11.733
8.7248,11.144
8.6391,10.808
7.569,10.897
7.4717,10.289
8.4834,10.612
8.5323,11.418
8.4565,11.285
8.0133,10.912
8.1562,12.386
8.234,11.88
7.785,10.986
8.9774,10.931
7.5331,11.335
7.6308,10.734
8.0147,11.543
8.0408,11.12
7.4583,11.248
7.361,10.403
7.633,11.077
7.8156,11.165
7.9884,10.318
7.35,10.394
7.6466,10.442
7.7626,11.366
7.4667,11.358
8.4973,10.107
8.2575,11.061
7.8252,10.188
8.7928,11.011
8.5796,11.199
7.9308,10.015
8.5134,11.665
7.8902,10.966
7.7618,10.397
7.5751,12.218
8.6683,11.959
8.7727,11.192
8.5364,10.902
7.9312,11.498
8.7879,5.7716
9.5424,6.3433
9.2783,5.9013
9.7401,5.7588
10.554,6.1007
9.2489,5.3551
9.7781,5.8904
10.337,5.4122
8.4963,5.7332
10.744,6.5414
8.9507,6.1156
9.942,5.777
9.8813,6.1956
10.068,6.1442
10.342,5.7967
9.2232,5.3691
10.614,6.8973
9.9825,6.025
10.088,6.8234
9.4055,5.9764
9.9753,6.6181
